Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
17931,46fKTdEBlU0kDDfg8XouXk,Glee Cast,Glee Love Songs,Make You Feel My Love (Glee Cast Version),39,195440,False,0.373,0.12,10,-12.637,1,0.0375,0.978,0.00135,0.0816,0.192,168.857,4,club
100585,74sfYW9x307NcyFYMqcC1I,Dritte Wahl,Geblitzdingst,Zu wahr um schön zu sein,35,205560,False,0.378,0.866,9,-4.647,0,0.0356,0.00579,1.11e-05,0.123,0.753,106.012,4,ska
43678,3vpItm0ZKfoWWhMyrUFjPa,HELLYEAH,HELLYEAH,Matter of Time,28,226026,True,0.434,0.984,10,-2.151,0,0.104,0.000553,1.44e-06,0.14,0.324,102.278,4,groove
28302,72pGB4XOzAE45n0Zt7wP5A,Direct;Park Avenue,Cold Ground,I'll Go,50,261253,False,0.396,0.579,10,-7.733,1,0.0433,0.197,0.00905,0.0974,0.0587,150.105,4,dub
85806,5cxE8QZLrhP3OQjslZ8Lux,Sad Saturno,Destinados a Fallar,Salven la Torre del Reloj,36,223074,False,0.226,0.882,7,-2.653,1,0.104,0.024,0.0,0.393,0.358,72.486,4,punk-rock
42312,6chczjHbQTNgWGxtaFRZMu,Milking the Goatmachine,Greatest Hits - Covered in Milk,Ma Baker,15,191400,False,0.534,0.981,7,-3.963,1,0.0722,0.00264,0.00184,0.366,0.61,135.007,4,grindcore
52584,0pnUgsOzr3V6XA6IZ7CQQr,Ray Price,The Essential Ray Price,You Done Me Wrong,12,142626,False,0.568,0.389,4,-10.035,1,0.0286,0.72,0.0,0.0748,0.882,143.679,3,honky-tonk
76817,1o4yznvYx55SxLkGjE2Vy6,Roberto Alagna;London Orchestra;Yvan Cassar,Malèna,Core ‘ngrato,19,333720,False,0.158,0.281,3,-8.069,1,0.0376,0.957,0.0062,0.104,0.0485,74.409,5,opera
98035,703PSL0tH5fzevHniDecef,Idina Menzel,Christmas Music - Holiday Hits,"Let It Snow, Let It Snow, Let It Snow",0,161400,False,0.441,0.404,2,-8.944,1,0.0561,0.44,0.0,0.279,0.204,130.146,4,show-tunes
35129,0u8vLdKjqe63Lrs8bTw6ka,Reginaldo Rossi,"20 Super Sucessos, Vol. 3",A Raposa e as Uvas,48,226561,False,0.788,0.619,5,-7.313,1,0.0431,0.419,0.0,0.651,0.874,130.063,4,forro
67613,6Bu0j4to41EYDZdcZMbQzp,Selena,Cumbia x siempre,Como La Flor,1,184733,False,0.633,0.752,10,-7.74,1,0.0358,0.161,1.62e-05,0.368,0.881,91.169,4,latin
56897,55YYjT233VWZQN4jzQhKPJ,Cesare Cremonini,Tutti in piscina Canzoni per bambini,Nessuno Vuole Essere Robin,0,282756,False,0.516,0.535,2,-8.312,1,0.0317,0.601,0.0,0.141,0.247,137.985,4,indie-pop
3974,4G3Dj555j7wWDZeisudkDH,Ravyn Lenae;Doechii,The Look - R&B Feels,Xtasy - Remix,0,270497,True,0.663,0.794,5,-7.793,1,0.0886,0.231,0.000693,0.0861,0.74,107.084,4,alternative
65960,1bt1DEAaMSDbKBzYWnaCS5,Sangeetha Rajeev,Thank You Maa,Thank You Maa,42,126147,False,0.705,0.568,4,-9.323,1,0.0324,0.596,0.000994,0.147,0.475,122.026,4,k-pop
9531,295eqBE9p0h3OKbxN1RiE6,Renato Russo,Equilíbrio Distante,La Forza Della Vita,45,316813,False,0.391,0.625,4,-5.285,1,0.0306,0.312,0.0,0.117,0.443,78.49,4,brazil
13062,3xPq3bLYR6GOR1L1y9WEmi,Ten City,Judgement,That's The Way Love Is,17,247000,False,0.678,0.937,7,-5.56,1,0.0432,0.187,0.000159,0.13,0.96,120.002,4,chicago-house
2677,3yz60wsJlg630mjAfU4qIv,Steve Earle,Good Times Country,Go Amanda,0,214720,False,0.326,0.716,10,-3.547,1,0.0306,0.00227,0.00171,0.123,0.648,143.148,4,alt-rock
59726,6n59WaykQ1wvFJNti0N4jd,Angband,Saved from the Truth,Saved from the Truth,0,359960,False,0.32,0.968,8,-4.709,1,0.173,0.00372,0.00508,0.453,0.276,154.324,4,iranian
73854,0gH5lfBCMOc2GlAzTxDlSg,Agoria;Jacques,Visit,Jardin,44,292913,False,0.866,0.661,1,-8.35,1,0.0571,0.000725,0.904,0.0745,0.408,126.988,4,minimal-techno
3702,5r5cp9IpziiIsR6b93vcnQ,Empire of the Sun,Walking On A Dream (10th Anniversary Edition),Walking On A Dream,79,198440,False,0.871,0.701,5,-5.594,0,0.0458,0.257,7.52e-06,0.0589,0.716,126.975,4,alternative
102572,17UVxL0MYEmKzXppfUL5in,Sufjan Stevens,Carrie & Lowell,The Only Thing,64,284130,False,0.51,0.146,3,-19.585,1,0.0389,0.987,0.0688,0.107,0.498,159.034,4,songwriter
1554,41irZgb5B8FQrOghV9nMtg,Ali Farka Touré;Toumani Diabaté,Ali & Toumani,56,10,417186,False,0.448,0.411,11,-10.141,1,0.0292,0.807,0.807,0.121,0.471,89.475,4,afrobeat
5769,481beimUiUnMUzSbOAFcUT,SUPER BEAVER,突破口 / 自慢になりたい,突破口,54,255080,False,0.472,0.994,8,-1.786,1,0.114,0.0259,0.0,0.0535,0.262,103.512,4,anime
101262,2iWt83ffEevRHEPJiz6nJN,Rebecka Aether,Redamancy,Redamancy,65,219268,False,0.205,0.00314,10,-37.077,1,0.0367,0.989,0.784,0.0898,0.064,68.398,4,sleep
49749,1sTzjqvgdMaOgsvFt497kK,Jebroer;Jayh;Stepherd;Skinto;Ruthless,Defqon.1 2016,Banaan - Ruthless Remix Edit,21,153948,False,0.748,0.876,9,-3.982,0,0.246,0.0783,0.16,0.045,0.155,154.94,4,hardstyle
43758,5uIPgZYAPggdErCVj6lY56,Ferreck Dawn;Izzy Bizu,Life,Life,56,170955,False,0.777,0.728,8,-5.859,1,0.0506,0.0202,0.00208,0.42,0.46,125.05,4,groove
79153,4g7wXitUwsMOjZMA9m1vy6,Ever So Blue,Sketches,Sketches,54,157126,False,0.353,0.0944,10,-26.851,1,0.0386,0.993,0.938,0.103,0.416,147.411,4,piano
50611,0Hg6cD0VepM1bnjl0lObQ3,Brothers of Metal,Emblas Saga,Brothers Unite,54,246990,False,0.476,0.713,7,-7.024,1,0.0667,0.000838,0.000206,0.0802,0.564,183.032,3,heavy-metal
2038,2cwOhw3d0uIsR4krTsrLwF,The Killers;Ryan Pardey,Rock n Roll Christmas,Don't Shoot Me Santa,0,245106,False,0.588,0.847,8,-4.164,1,0.0705,0.0601,0.0,0.307,0.662,120.041,4,alt-rock
20739,2IUKSarmdxH3JeiSa2UZx2,Demi Lovato,Concierto en la ducha,Sorry Not Sorry,0,203760,True,0.705,0.643,11,-6.929,0,0.232,0.0242,0.0,0.262,0.884,143.944,4,dance
43342,1WfkLWberK650GDPDoc5uf,Spineshank,Post-Millennial Noise,Smothered,0,190840,False,0.59,0.944,5,-3.596,0,0.0496,4.69e-05,0.000107,0.0553,0.694,124.81,4,groove
27112,4xfKIbgFgIoUOpji6SP8l1,Kove;Melissa Steel,Way We Are,Way We Are,22,201692,False,0.681,0.964,1,-2.812,0,0.047,0.0291,0.000643,0.0689,0.844,129.987,4,drum-and-bass
94503,72j1jY006wieT3AdwLdLFl,The Girl Next Door;WMD,ON TOP,ON TOP,64,131684,False,0.636,0.455,11,-9.152,1,0.0533,0.0918,0.966,0.101,0.274,147.658,4,sad
88681,6F1izKHk6MUbau13IUn28s,Luny Tunes;Don Omar;Sharlene;Maluma,Carrete con besties,La Fila,0,203760,False,0.726,0.931,1,-1.483,0,0.079,0.111,0.0,0.273,0.574,118.069,4,reggae
100112,45YYcOVAIAFxGV0kR4pMq0,Los Estramboticos,Todo Algún Día Termina,Todo Algún Día Termina,42,248014,False,0.548,0.941,7,-4.061,1,0.0556,0.00568,1.67e-05,0.295,0.767,153.027,4,ska
72929,313yF0VXTCmFFoYEJF7nBQ,Underoath,Define The Great Line,Writing On The Walls,60,242413,False,0.358,0.959,2,-3.139,0,0.0874,0.00364,0.000237,0.356,0.171,91.938,4,metalcore
39119,26RJAPCk13MqhpFDD1L4KP,Topic;A7S,EDM Gaming Music Autumn/Winter 2022,Kernkraft 400 (A Better Day),1,165800,False,0.623,0.727,11,-5.57,0,0.0562,0.184,2.02e-05,0.309,0.4,125.975,4,german
21692,6zsTrRfVRqG4atLD4VT1Zs,Vybz Kartel,Pon Di Gaza 2.0,Without My Own,27,159720,False,0.484,0.726,8,-5.022,1,0.283,0.0158,0.0,0.213,0.398,109.338,4,dancehall
111951,6aBFjYfhZrgJtxiKaip1BH,Gramatik,"Beatz & Pieces, Vol. 1",Skylight,45,226333,False,0.667,0.608,0,-6.071,1,0.11,0.0983,0.00186,0.336,0.684,90.045,4,trip-hop
75228,49NgZw4y5qi2sxX31KsYQx,George Winston,Night,Kai Forest,26,164800,False,0.427,0.00136,9,-24.609,1,0.0596,0.992,0.881,0.116,0.368,126.118,4,new-age
96170,50uOAw0RqPWrnBpQfE6wao,João Nogueira,Boca Do Povo,Poder Da Criação,44,229826,False,0.369,0.765,9,-9.407,0,0.0457,0.0255,2.42e-05,0.643,0.663,94.451,4,samba
51571,2ajQyTRxBRbPLaMmnO1SHj,Kodak Black;XXXTENTACION,Rap Party,Roll in Peace,0,213132,True,0.746,0.522,10,-6.807,0,0.248,0.0306,0.0,0.2,0.361,140.051,4,hip-hop
75876,31V1pKLbxnZy2F98VptLvd,Jeremy Weinglass,Christmas - Solo Piano,The Christmas Song,21,263061,False,0.339,0.109,3,-19.685,1,0.035,0.969,0.896,0.116,0.116,70.09,4,new-age
105773,11yqameeIpd0oDPXNWUtjP,small query,chaos theory,waltz to the moon,6,92800,False,0.561,0.223,2,-14.889,0,0.0363,0.0786,0.852,0.1,0.368,74.997,4,study
51078,5ZTsPwtt7aCuzbWd5rDGys,MC STAN,Shana Bann,Shana Bann,66,228112,True,0.674,0.514,5,-10.956,1,0.227,0.0126,0.0,0.158,0.192,99.901,4,hip-hop
113608,59KUJ2TocepvimrTBUzpBn,Chris Tomlin;Russell Dickerson,Chris Tomlin & Friends,Together (feat. Russell Dickerson),41,178720,False,0.442,0.722,8,-4.79,1,0.039,0.416,0.0,0.122,0.526,75.966,4,world-music
95461,0AgZ7bmFHY7lW38SxO00zm,Servando & Florentino,En Tu Cuarto,Estás Hecha Para Mi,31,341462,False,0.6,0.417,9,-13.328,1,0.185,0.262,0.0,0.645,0.618,98.189,4,salsa
56019,47UFoOuvrkt4khE7c5aap6,Sub Urban,Cradles,Cradles,76,209829,False,0.537,0.586,6,-1.864,1,0.314,0.265,7.04e-05,0.175,0.624,79.056,4,indie-pop
109313,5QxuFcNJ9WsSJmRzj8Z1GZ,Hozho,Time To Move On,Time To Move On,36,600500,False,0.743,0.697,1,-6.922,1,0.039,0.0483,0.709,0.109,0.211,126.989,4,techno
43970,06AnFAzIKIThEEFA1H46Rj,Lushington;Felon,"Armada - The Remixes 2017, Vol. 2 (The Future House Edition)",You Got Me Baby - Felon Remix,23,139408,False,0.791,0.738,7,-6.065,1,0.0436,0.00177,0.0565,0.321,0.666,125.004,4,groove
54694,26023kpDFJqUNI8ZzStB2K,Mouse On Mars,Niun Niggung,Yippie,11,231066,False,0.747,0.751,10,-12.122,0,0.0839,0.151,0.86,0.0567,0.96,167.041,4,idm
94603,32FMAbZAzs3D70UuvnN6y4,Aries,CONVERSATIONS,CONVERSATIONS,56,164174,False,0.674,0.721,7,-6.489,1,0.0293,0.13,9.57e-05,0.0464,0.757,132.053,4,sad
21900,7jrfqHvcRvJluOlCGJU54G,Juls;Miraa May;Donae'o,Blessed,Blessed,54,188307,True,0.829,0.433,5,-11.828,0,0.174,0.143,0.00252,0.13,0.679,130.051,4,dancehall
18990,78u7yfGcPwTcyijAYfE463,Christopher Titus,Angry Pursuit of Happiness,Arm the Children,20,812378,True,0.601,0.85,6,-7.233,0,0.957,0.93,0.0,0.703,0.27,83.546,4,comedy
35629,2R9siTueH2SWFR7KZ5EPwx,Humberto & Ronaldo,Copo Sujo (Ao Vivo),Depois do Prazer / Cheia de Manias - Ao Vivo,40,213704,False,0.494,0.531,9,-5.161,1,0.0438,0.821,0.0,0.329,0.68,106.266,4,forro
64232,5VKz3I2DXveqU7vLoYIo4z,Ella Fitzgerald,Christmas Dinner 2022,Rudolph The Red-Nosed Reindeer,0,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,jazz
28589,0S37kXGZcdqO4vxKEeNkfh,Roots Radics;Toots & The Maytals,The Final Battle (Sly & Robbie vs. Roots Radics),To You,28,251109,False,0.565,0.633,9,-8.111,1,0.0409,0.0784,0.00127,0.0863,0.681,143.494,4,dub
22769,6nSKJWDpiNiLgmdofhgRXw,Gojira,From Mars to Sirius,Ocean Planet,48,332760,False,0.316,0.917,4,-2.948,0,0.113,1.32e-05,0.0053,0.154,0.183,112.035,3,death-metal
107432,3BGbqEDio3ocx1v4egIYr6,The Bangles,Different Light,Walk Like an Egyptian,62,204560,False,0.711,0.788,11,-14.705,1,0.0825,0.0117,2.05e-06,0.311,0.757,103.172,4,synth-pop
28729,2yXRunfzz6u8wxKoZRRJP7,ILLENIUM;Natalie Taylor;Last Heroes,Fallen Embers (Remixes),Fragments - Last Heroes Remix,45,202410,False,0.44,0.877,2,-5.122,1,0.157,0.0211,0.0,0.402,0.463,172.051,4,dub
26823,1ClHuTCTELQiJRNdqsUtaV,Goofy,Best of Children's Favorites- Mickey's Top 40 Tunes,Take Me Out to the Ball Game,19,99200,False,0.627,0.599,7,-5.839,1,0.0975,0.695,1.57e-05,0.0831,0.751,105.102,1,disney
59517,6MnxlBzu8P0otaUPYeMB5o,Mordab,Room No.X,Rebel's Cry,0,372375,False,0.456,0.97,7,-5.434,1,0.154,2.55e-05,0.827,0.525,0.281,120.07,3,iranian
66226,2kAraQ8tWUQFsst7KGawVr,Basho & Friends,En Español,Hora De Jugar - Time to Play,17,61706,False,0.828,0.762,9,-6.811,1,0.0754,0.295,0.0,0.111,0.962,113.152,4,kids
103161,1Yk0cQdMLx5RzzFTYwmuld,Adele,25,Hello,74,295502,False,0.578,0.43,5,-6.134,0,0.0305,0.33,0.0,0.0854,0.288,78.991,4,soul
52107,3aP0hGWdMrEPq38XB5mKGy,Winifred Atwell,"Rags, Medleys, Saw Blades, & Boogies",Black And White Rag,18,151360,False,0.637,0.612,7,-9.471,1,0.0322,0.464,0.869,0.233,0.903,119.823,4,honky-tonk
69258,20gDBCBqGfjbqbIlfPVcmR,Fejo;Shaan Rahman,"Ullasamo (From "" Ullasam"")","Ullasamo - From "" Ullasam""",33,193692,False,0.759,0.614,10,-8.259,1,0.0958,0.222,3.55e-06,0.0451,0.708,147.941,4,malay
35210,189eEZEuVzG26fkqCgcZX1,Zé Vaqueiro;Dilsinho,Casa Filtr - Segunda Edição (Ao Vivo),Quando Eu Te Pegar - Ao Vivo No Casa Filtr,45,150869,False,0.715,0.908,5,-3.468,1,0.052,0.316,0.0,0.0769,0.859,159.978,4,forro
108387,6YdvfH4OGNyTFZwcwnMXBt,Tita Merello;Carlos Figari,Tita De Buenos Aires,La Milonga Y Yo,20,147480,False,0.621,0.308,3,-9.357,1,0.369,0.823,0.0,0.0446,0.86,119.585,5,tango
50146,0BIGcbpqBvGUz2F9NYB8r1,Riff,Zona de Nadie (Remasterizado 2016),Betty Silicona - Remasterizado 2016,31,272493,False,0.575,0.828,9,-9.199,1,0.0524,0.00273,0.0083,0.0892,0.458,149.11,4,heavy-metal
6963,1u61kmfYl8oQTDiOLYc8RC,Gehenna,First Spell,Midvinter Forest,16,202213,False,0.228,0.911,1,-8.409,1,0.169,0.175,0.873,0.4,0.121,127.168,4,black-metal
20357,4oTn7ylKtjeMYwxatEVFAt,Charlie Puth,CHARLIE,Loser,71,204376,False,0.698,0.623,8,-7.845,0,0.037,0.623,0.0856,0.179,0.625,102.002,4,dance
70912,3ZNVR4Nl4NLVioCv4zyFhq,Leehom Wang;Jane Zhang,王力宏全新創作大碟 心.跳,另一個天堂,51,266168,False,0.634,0.475,1,-5.741,1,0.0289,0.32,0.0,0.0677,0.168,127.839,4,mandopop
81174,4h9wh7iOZ0GGn8QVp4RAOB,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",I Ain't Worried,96,148485,False,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,4,pop
53404,6EzWKhqPcFtGKLFmE6Qpxs,Anne-Marie;The Wild;Aitch,PSYCHO (feat. Aitch) [The Wild Remix],PSYCHO (feat. Aitch) - The Wild Remix,0,190664,True,0.679,0.783,0,-4.992,1,0.14,0.00231,8.01e-05,0.309,0.507,128.045,4,house
46971,6WFTwWXRi9TRFM1Xb1jCcu,The Prophet;DJ Rob,The Hardcore Archive Part 1 (1993 - 1994),Allright Now Here We Go!!! (DJ Rob Remix) - Extended Mix,16,294938,False,0.553,0.792,7,-7.665,1,0.0467,0.00126,0.883,0.139,0.0555,174.764,4,happy
92907,6Z7h9EstX9Dufe4IieibPU,Eikichi Yazawa,LIVE DECADE 1990-1999 (50th Anniversary Remastered),アリよさらば - Live at 日本武道館'97 - Remastered 2022,22,232986,False,0.669,0.94,11,-7.346,0,0.0506,0.000892,4.22e-05,0.966,0.711,124.025,4,rockabilly
38388,1Ly7xppUgLEZ4iwxRAR9Sf,Royal Republic,Weekend Man,Getting Along,62,137306,False,0.528,0.973,11,-3.798,0,0.106,0.000661,0.0,0.363,0.473,94.009,4,garage
36659,6Vk0CuNEJnDJvM9QaHheeJ,Billx;Shanti People,Parvati Shankara,Parvati Shankara,43,231000,False,0.427,0.961,1,-4.793,1,0.118,0.000471,0.00986,0.107,0.139,160.027,4,french
26651,4nP86q91nSOxRoIXoPGJB6,Randy Newman,Trouble in Paradise,Same Girl,37,175133,False,0.322,0.0347,2,-18.39,0,0.0375,0.978,0.00132,0.116,0.0993,77.233,3,disney
36429,6cxs36B9IwFb3cKg4bTBEB,Lujipeka;Cerrone,Montagnes Russes,On ira,35,169400,True,0.626,0.788,0,-5.674,0,0.0329,0.0764,8.91e-06,0.133,0.654,122.062,4,french
20690,7py6vU2H9mlNd14m4g89gy,Robin Schulz;Tom Walker,Hits à suivre 2022,Sun Will Shine,0,201700,False,0.534,0.714,6,-6.347,0,0.0629,0.00633,0.0,0.0879,0.415,125.99,4,dance
89553,1DoK3CdipMjplLk5LXUdcp,J Balvin;Willy William;Beyoncé,Mi Gente (feat. Beyoncé),Mi Gente (feat. Beyoncé),63,209733,False,0.759,0.716,11,-6.36,0,0.0818,0.0223,0.0,0.231,0.469,105.021,4,reggaeton
2398,27sytaeEm6TDVMpdExyVfd,O Rappa,Só as Melhores do Pop Rock Brasileiro,A feira,0,239533,False,0.713,0.886,7,-7.75,1,0.0411,0.0012,7.68e-06,0.0496,0.9,97.983,4,alt-rock
112424,21pLiZEjZoxC7xBCgeTxvP,Allame;Ados,Anakronik,Şehir,40,201734,False,0.693,0.817,8,-4.541,0,0.185,0.108,0.0,0.118,0.615,174.008,3,turkish
38128,6NJQpFNkDCMaRBogIi9sOI,The Jon Spencer Blues Explosion,Orange,Bellbottoms,55,317986,False,0.311,0.882,2,-3.26,1,0.215,0.00895,0.205,0.253,0.435,162.189,4,garage
